date,sector,compra,compra_pc,venda,net,net_pc
2005-04-06,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-04-07,Banco Central,101326,46.03,70425,30901,14.040000000000003
2005-04-07,Bancos,107583,48.87,118118,-10535,-4.789999999999999
2005-04-07,Invest Institucional Nacional,11216,5.1,23982,-12766,-5.790000000000001
2005-04-07,Investidores Não Residentes,0,0,7050,-7050,-3.2
2005-04-07,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-04-08,Banco Central,101326,46.03,70425,30901,14.040000000000003
2005-04-08,Bancos,107583,48.87,118118,-10535,-4.789999999999999
2005-04-08,Invest Institucional Nacional,11216,5.1,23982,-12766,-5.790000000000001
2005-04-08,Investidores Não Residentes,0,0,7050,-7050,-3.2
2005-04-08,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-04-11,Banco Central,101326,46.03,70425,30901,14.040000000000003
2005-04-11,Bancos,107583,48.87,118118,-10535,-4.789999999999999
2005-04-11,Invest Institucional Nacional,11216,5.1,23982,-12766,-5.790000000000001
2005-04-11,Investidores Não Residentes,0,0,7050,-7050,-3.2
2005-04-11,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-04-12,Banco Central,101326,46.03,70425,30901,14.040000000000003
2005-04-12,Bancos,107583,48.87,118118,-10535,-4.789999999999999
2005-04-12,Invest Institucional Nacional,11216,5.1,23982,-12766,-5.790000000000001
2005-04-12,Investidores Não Residentes,0,0,7050,-7050,-3.2
2005-04-12,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-04-13,Banco Central,101326,46.03,70425,30901,14.040000000000003
2005-04-13,Bancos,107583,48.87,118118,-10535,-4.789999999999999
2005-04-13,Invest Institucional Nacional,11216,5.1,23982,-12766,-5.790000000000001
2005-04-13,Investidores Não Residentes,0,0,7050,-7050,-3.2
2005-04-13,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-04-14,Banco Central,101326,46.03,70425,30901,14.040000000000003
2005-04-14,Bancos,107583,48.87,118118,-10535,-4.789999999999999
2005-04-14,Invest Institucional Nacional,11216,5.1,23982,-12766,-5.790000000000001
2005-04-14,Investidores Não Residentes,0,0,7050,-7050,-3.2
2005-04-14,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-04-15,Banco Central,101326,46.03,70425,30901,14.040000000000003
2005-04-15,Bancos,107583,48.87,118118,-10535,-4.789999999999999
2005-04-15,Invest Institucional Nacional,11216,5.1,23982,-12766,-5.790000000000001
2005-04-15,Investidores Não Residentes,0,0,7050,-7050,-3.2
2005-04-15,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-04-18,Banco Central,101326,46.03,70425,30901,14.040000000000003
2005-04-18,Bancos,107583,48.87,118118,-10535,-4.789999999999999
2005-04-18,Invest Institucional Nacional,11216,5.1,23982,-12766,-5.790000000000001
2005-04-18,Investidores Não Residentes,0,0,7050,-7050,-3.2
2005-04-18,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-04-19,Banco Central,101326,46.03,70425,30901,14.040000000000003
2005-04-19,Bancos,107583,48.87,118118,-10535,-4.789999999999999
2005-04-19,Invest Institucional Nacional,11216,5.1,23982,-12766,-5.790000000000001
2005-04-19,Investidores Não Residentes,0,0,7050,-7050,-3.2
2005-04-19,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-04-20,Banco Central,101326,46.03,70425,30901,14.040000000000003
2005-04-20,Bancos,107583,48.87,118118,-10535,-4.789999999999999
2005-04-20,Invest Institucional Nacional,11216,5.1,23982,-12766,-5.790000000000001
2005-04-20,Investidores Não Residentes,0,0,7050,-7050,-3.2
2005-04-20,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-04-22,Banco Central,101326,46.03,70425,30901,14.040000000000003
2005-04-22,Bancos,107583,48.87,118118,-10535,-4.789999999999999
2005-04-22,Invest Institucional Nacional,11216,5.1,23982,-12766,-5.790000000000001
2005-04-22,Investidores Não Residentes,0,0,7050,-7050,-3.2
2005-04-22,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-04-25,Banco Central,101326,46.03,70425,30901,14.040000000000003
2005-04-25,Bancos,107583,48.87,118118,-10535,-4.789999999999999
2005-04-25,Invest Institucional Nacional,11216,5.1,23982,-12766,-5.790000000000001
2005-04-25,Investidores Não Residentes,0,0,7050,-7050,-3.2
2005-04-25,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-04-26,Banco Central,101326,46.03,70425,30901,14.040000000000003
2005-04-26,Bancos,107583,48.87,118118,-10535,-4.789999999999999
2005-04-26,Invest Institucional Nacional,11216,5.1,23982,-12766,-5.790000000000001
2005-04-26,Investidores Não Residentes,0,0,7050,-7050,-3.2
2005-04-26,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-04-27,Banco Central,101326,46.03,70425,30901,14.040000000000003
2005-04-27,Bancos,107583,48.87,118118,-10535,-4.789999999999999
2005-04-27,Invest Institucional Nacional,11216,5.1,23982,-12766,-5.790000000000001
2005-04-27,Investidores Não Residentes,0,0,7050,-7050,-3.2
2005-04-27,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-04-28,Banco Central,101326,46.03,70425,30901,14.040000000000003
2005-04-28,Bancos,107583,48.87,118118,-10535,-4.789999999999999
2005-04-28,Invest Institucional Nacional,11216,5.1,23982,-12766,-5.790000000000001
2005-04-28,Investidores Não Residentes,0,0,7050,-7050,-3.2
2005-04-28,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-04-29,Banco Central,101326,38.09,70425,30901,11.620000000000005
2005-04-29,Bancos,107583,40.44,164018,-56435,-21.22
2005-04-29,Invest Institucional Nacional,57116,21.47,23982,33134,12.459999999999999
2005-04-29,Investidores Não Residentes,0,0,7050,-7050,-2.65
2005-04-29,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.21
2005-05-02,Banco Central,98926,37.53,70425,28501,10.82
2005-05-02,Bancos,107583,40.81,162418,-54835,-20.799999999999997
2005-05-02,Invest Institucional Nacional,57116,21.67,23582,33534,12.720000000000002
2005-05-02,Investidores Não Residentes,0,0,6650,-6650,-2.52
2005-05-02,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.21
2005-05-03,Banco Central,98926,45.44,70425,28501,13.089999999999996
2005-05-03,Bancos,61683,28.33,116518,-54835,-25.190000000000005
2005-05-03,Invest Institucional Nacional,57116,26.23,23582,33534,15.4
2005-05-03,Investidores Não Residentes,0,0,6650,-6650,-3.05
2005-05-03,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-04,Banco Central,98926,45.44,70425,28501,13.089999999999996
2005-05-04,Bancos,61683,28.33,116518,-54835,-25.190000000000005
2005-05-04,Invest Institucional Nacional,57116,26.23,23582,33534,15.4
2005-05-04,Investidores Não Residentes,0,0,6650,-6650,-3.05
2005-05-04,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-05,Banco Central,98926,45.44,70425,28501,13.089999999999996
2005-05-05,Bancos,88683,40.73,116518,-27835,-12.790000000000006
2005-05-05,Invest Institucional Nacional,30116,13.83,23582,6534,3
2005-05-05,Investidores Não Residentes,0,0,6650,-6650,-3.05
2005-05-05,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-06,Banco Central,98926,45.44,70425,28501,13.089999999999996
2005-05-06,Bancos,107583,49.41,116518,-8935,-4.1100000000000065
2005-05-06,Invest Institucional Nacional,11216,5.15,23582,-12366,-5.68
2005-05-06,Investidores Não Residentes,0,0,6650,-6650,-3.05
2005-05-06,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-09,Banco Central,98926,45.44,70425,28501,13.089999999999996
2005-05-09,Bancos,107583,49.41,116518,-8935,-4.1100000000000065
2005-05-09,Invest Institucional Nacional,11216,5.15,23582,-12366,-5.68
2005-05-09,Investidores Não Residentes,0,0,6650,-6650,-3.05
2005-05-09,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-10,Banco Central,98926,45.44,70425,28501,13.089999999999996
2005-05-10,Bancos,107583,49.41,116518,-8935,-4.1100000000000065
2005-05-10,Invest Institucional Nacional,11216,5.15,23582,-12366,-5.68
2005-05-10,Investidores Não Residentes,0,0,6650,-6650,-3.05
2005-05-10,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-11,Banco Central,98926,45.44,70425,28501,13.089999999999996
2005-05-11,Bancos,107583,49.41,116518,-8935,-4.1100000000000065
2005-05-11,Invest Institucional Nacional,11216,5.15,23582,-12366,-5.68
2005-05-11,Investidores Não Residentes,0,0,6650,-6650,-3.05
2005-05-11,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-12,Banco Central,98926,45.44,70425,28501,13.089999999999996
2005-05-12,Bancos,107583,49.41,116518,-8935,-4.1100000000000065
2005-05-12,Invest Institucional Nacional,11216,5.15,23582,-12366,-5.68
2005-05-12,Investidores Não Residentes,0,0,6650,-6650,-3.05
2005-05-12,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-13,Banco Central,98926,45.44,70425,28501,13.089999999999996
2005-05-13,Bancos,107583,49.41,116518,-8935,-4.1100000000000065
2005-05-13,Invest Institucional Nacional,11216,5.15,23582,-12366,-5.68
2005-05-13,Investidores Não Residentes,0,0,6650,-6650,-3.05
2005-05-13,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-16,Banco Central,98926,45.54,70425,28501,13.119999999999997
2005-05-16,Bancos,107083,49.3,116018,-8935,-4.109999999999999
2005-05-16,Invest Institucional Nacional,11216,5.16,23582,-12366,-5.699999999999999
2005-05-16,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-05-16,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-17,Banco Central,98926,45.54,70425,28501,13.119999999999997
2005-05-17,Bancos,107083,49.3,116018,-8935,-4.109999999999999
2005-05-17,Invest Institucional Nacional,11216,5.16,23582,-12366,-5.699999999999999
2005-05-17,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-05-17,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-18,Banco Central,98926,45.54,70425,28501,13.119999999999997
2005-05-18,Bancos,107083,49.3,115018,-7935,-3.6500000000000057
2005-05-18,Invest Institucional Nacional,11216,5.16,24582,-13366,-6.16
2005-05-18,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-05-18,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-19,Banco Central,98926,45.54,70425,28501,13.119999999999997
2005-05-19,Bancos,107083,49.3,115018,-7935,-3.6500000000000057
2005-05-19,Invest Institucional Nacional,11216,5.16,24582,-13366,-6.16
2005-05-19,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-05-19,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-20,Banco Central,98926,45.54,70425,28501,13.119999999999997
2005-05-20,Bancos,107083,49.3,115018,-7935,-3.6500000000000057
2005-05-20,Invest Institucional Nacional,11216,5.16,24582,-13366,-6.16
2005-05-20,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-05-20,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-23,Banco Central,98926,45.54,70425,28501,13.119999999999997
2005-05-23,Bancos,107083,49.3,115018,-7935,-3.6500000000000057
2005-05-23,Invest Institucional Nacional,11216,5.16,24582,-13366,-6.16
2005-05-23,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-05-23,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-24,Banco Central,98926,45.54,70425,28501,13.119999999999997
2005-05-24,Bancos,107083,49.3,115018,-7935,-3.6500000000000057
2005-05-24,Invest Institucional Nacional,11216,5.16,24582,-13366,-6.16
2005-05-24,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-05-24,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-25,Banco Central,98926,45.54,70425,28501,13.119999999999997
2005-05-25,Bancos,107083,49.3,115018,-7935,-3.6500000000000057
2005-05-25,Invest Institucional Nacional,11216,5.16,24582,-13366,-6.16
2005-05-25,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-05-25,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-27,Banco Central,98926,45.54,70425,28501,13.119999999999997
2005-05-27,Bancos,107083,49.3,115018,-7935,-3.6500000000000057
2005-05-27,Invest Institucional Nacional,11216,5.16,24582,-13366,-6.16
2005-05-27,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-05-27,Pessoa Jurídica Não Financeira,0,0,550,-550,-0.25
2005-05-30,Banco Central,98926,45.49,70425,28501,13.100000000000001
2005-05-30,Bancos,88183,40.55,115788,-27605,-12.700000000000003
2005-05-30,Invest Institucional Nacional,30336,13.95,24582,5754,2.6499999999999986
2005-05-30,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-05-31,Banco Central,98926,45.49,70425,28501,13.100000000000001
2005-05-31,Bancos,88183,40.55,115788,-27605,-12.700000000000003
2005-05-31,Invest Institucional Nacional,30336,13.95,24582,5754,2.6499999999999986
2005-05-31,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-06-01,Banco Central,98926,45.49,70425,28501,13.100000000000001
2005-06-01,Bancos,88183,40.55,115788,-27605,-12.700000000000003
2005-06-01,Invest Institucional Nacional,30336,13.95,24582,5754,2.6499999999999986
2005-06-01,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-06-02,Banco Central,98926,45.49,70425,28501,13.100000000000001
2005-06-02,Bancos,88183,40.55,115788,-27605,-12.700000000000003
2005-06-02,Invest Institucional Nacional,30336,13.95,24582,5754,2.6499999999999986
2005-06-02,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-06-03,Banco Central,98926,45.49,70425,28501,13.100000000000001
2005-06-03,Bancos,88183,40.55,115788,-27605,-12.700000000000003
2005-06-03,Invest Institucional Nacional,30336,13.95,24582,5754,2.6499999999999986
2005-06-03,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-06-06,Banco Central,98926,45.49,70425,28501,13.100000000000001
2005-06-06,Bancos,88183,40.55,115788,-27605,-12.700000000000003
2005-06-06,Invest Institucional Nacional,30336,13.95,24582,5754,2.6499999999999986
2005-06-06,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-06-07,Banco Central,98926,45.49,70425,28501,13.100000000000001
2005-06-07,Bancos,88183,40.55,115788,-27605,-12.700000000000003
2005-06-07,Invest Institucional Nacional,30336,13.95,24582,5754,2.6499999999999986
2005-06-07,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-06-08,Banco Central,98926,45.49,70425,28501,13.100000000000001
2005-06-08,Bancos,88183,40.55,115788,-27605,-12.700000000000003
2005-06-08,Invest Institucional Nacional,30336,13.95,24582,5754,2.6499999999999986
2005-06-08,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-06-09,Banco Central,98926,45.49,70425,28501,13.100000000000001
2005-06-09,Bancos,88183,40.55,115788,-27605,-12.700000000000003
2005-06-09,Invest Institucional Nacional,30336,13.95,24582,5754,2.6499999999999986
2005-06-09,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-06-10,Banco Central,98926,45.49,70425,28501,13.100000000000001
2005-06-10,Bancos,88183,40.55,115788,-27605,-12.700000000000003
2005-06-10,Invest Institucional Nacional,30336,13.95,24582,5754,2.6499999999999986
2005-06-10,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-06-13,Banco Central,98926,45.49,70425,28501,13.100000000000001
2005-06-13,Bancos,88183,40.55,115788,-27605,-12.700000000000003
2005-06-13,Invest Institucional Nacional,30336,13.95,24582,5754,2.6499999999999986
2005-06-13,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-06-14,Banco Central,98926,45.49,70425,28501,13.100000000000001
2005-06-14,Bancos,88183,40.55,115788,-27605,-12.700000000000003
2005-06-14,Invest Institucional Nacional,30336,13.95,24582,5754,2.6499999999999986
2005-06-14,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-06-15,Banco Central,98926,45.49,70425,28501,13.100000000000001
2005-06-15,Bancos,88183,40.55,115788,-27605,-12.700000000000003
2005-06-15,Invest Institucional Nacional,30336,13.95,24582,5754,2.6499999999999986
2005-06-15,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-06-16,Banco Central,98926,45.49,70425,28501,13.100000000000001
2005-06-16,Bancos,88183,40.55,115788,-27605,-12.700000000000003
2005-06-16,Invest Institucional Nacional,30336,13.95,24582,5754,2.6499999999999986
2005-06-16,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-06-17,Banco Central,98926,45.49,70425,28501,13.100000000000001
2005-06-17,Bancos,88183,40.55,115788,-27605,-12.700000000000003
2005-06-17,Invest Institucional Nacional,30336,13.95,24582,5754,2.6499999999999986
2005-06-17,Investidores Não Residentes,0,0,6650,-6650,-3.06
2005-06-20,Banco Central,98926,45.18,70425,28501,13.009999999999998
2005-06-20,Bancos,89683,40.96,117288,-27605,-12.61
2005-06-20,Invest Institucional Nacional,30336,13.86,24582,5754,2.629999999999999
2005-06-20,Investidores Não Residentes,0,0,6650,-6650,-3.04
2005-06-21,Banco Central,98926,45.26,70425,28501,13.04
2005-06-21,Bancos,89308,40.86,116313,-27005,-12.36
2005-06-21,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.27
2005-06-21,Invest Institucional Nacional,30336,13.88,24582,5754,2.630000000000001
2005-06-21,Investidores Não Residentes,0,0,6650,-6650,-3.04
2005-06-22,Banco Central,98926,45.31,70425,28501,13.060000000000002
2005-06-22,Bancos,89083,40.8,116088,-27005,-12.370000000000005
2005-06-22,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.27
2005-06-22,Invest Institucional Nacional,30336,13.89,24582,5754,2.630000000000001
2005-06-22,Investidores Não Residentes,0,0,6650,-6650,-3.05
2005-06-23,Banco Central,98926,45.31,70425,28501,13.060000000000002
2005-06-23,Bancos,89083,40.8,116088,-27005,-12.370000000000005
2005-06-23,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.27
2005-06-23,Invest Institucional Nacional,30336,13.89,24582,5754,2.630000000000001
2005-06-23,Investidores Não Residentes,0,0,6650,-6650,-3.05
2005-06-24,Banco Central,98926,45.31,70425,28501,13.060000000000002
2005-06-24,Bancos,89083,40.8,116088,-27005,-12.370000000000005
2005-06-24,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.27
2005-06-24,Invest Institucional Nacional,30336,13.89,24582,5754,2.630000000000001
2005-06-24,Investidores Não Residentes,0,0,6650,-6650,-3.05
2005-06-27,Banco Central,98926,45.31,70425,28501,13.060000000000002
2005-06-27,Bancos,89083,40.8,116088,-27005,-12.370000000000005
2005-06-27,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.27
2005-06-27,Invest Institucional Nacional,30336,13.89,24582,5754,2.630000000000001
2005-06-27,Investidores Não Residentes,0,0,6650,-6650,-3.05
2005-06-28,Banco Central,98926,45.31,70425,28501,13.060000000000002
2005-06-28,Bancos,62083,28.43,116088,-54005,-24.740000000000002
2005-06-28,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.27
2005-06-28,Invest Institucional Nacional,57336,26.26,24582,32754,15.000000000000002
2005-06-28,Investidores Não Residentes,0,0,6650,-6650,-3.05
2005-06-29,Banco Central,98926,45.31,70425,28501,13.060000000000002
2005-06-29,Bancos,62083,28.43,116088,-54005,-24.740000000000002
2005-06-29,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.27
2005-06-29,Invest Institucional Nacional,57336,26.26,24582,32754,15.000000000000002
2005-06-29,Investidores Não Residentes,0,0,6650,-6650,-3.05
2005-06-30,Banco Central,98926,45.31,70425,28501,13.060000000000002
2005-06-30,Bancos,62083,28.43,116088,-54005,-24.740000000000002
2005-06-30,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.27
2005-06-30,Invest Institucional Nacional,57336,26.26,24582,32754,15.000000000000002
2005-06-30,Investidores Não Residentes,0,0,6650,-6650,-3.05
2005-07-01,Banco Central,98926,53.8,68400,30526,16.599999999999994
2005-07-01,Bancos,56608,30.79,89388,-32780,-17.82
2005-07-01,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-01,Invest Institucional Nacional,28336,15.41,22882,5454,2.9700000000000006
2005-07-01,Investidores Não Residentes,0,0,2600,-2600,-1.41
2005-07-04,Banco Central,98926,53.8,68400,30526,16.599999999999994
2005-07-04,Bancos,56608,30.79,89388,-32780,-17.82
2005-07-04,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-04,Invest Institucional Nacional,28336,15.41,22882,5454,2.9700000000000006
2005-07-04,Investidores Não Residentes,0,0,2600,-2600,-1.41
2005-07-05,Banco Central,98926,53.8,68400,30526,16.599999999999994
2005-07-05,Bancos,56608,30.79,89388,-32780,-17.82
2005-07-05,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-05,Invest Institucional Nacional,28336,15.41,22882,5454,2.9700000000000006
2005-07-05,Investidores Não Residentes,0,0,2600,-2600,-1.41
2005-07-06,Banco Central,98926,53.8,68400,30526,16.599999999999994
2005-07-06,Bancos,56608,30.79,89388,-32780,-17.82
2005-07-06,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-06,Invest Institucional Nacional,28336,15.41,22882,5454,2.9700000000000006
2005-07-06,Investidores Não Residentes,0,0,2600,-2600,-1.41
2005-07-07,Banco Central,98926,53.8,68400,30526,16.599999999999994
2005-07-07,Bancos,56608,30.79,89388,-32780,-17.82
2005-07-07,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-07,Invest Institucional Nacional,28336,15.41,22882,5454,2.9700000000000006
2005-07-07,Investidores Não Residentes,0,0,2600,-2600,-1.41
2005-07-08,Banco Central,98926,53.8,68400,30526,16.599999999999994
2005-07-08,Bancos,56608,30.79,89388,-32780,-17.82
2005-07-08,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-08,Invest Institucional Nacional,28336,15.41,22882,5454,2.9700000000000006
2005-07-08,Investidores Não Residentes,0,0,2600,-2600,-1.41
2005-07-11,Banco Central,98926,53.8,68400,30526,16.599999999999994
2005-07-11,Bancos,56608,30.79,89388,-32780,-17.82
2005-07-11,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-11,Invest Institucional Nacional,28336,15.41,22882,5454,2.9700000000000006
2005-07-11,Investidores Não Residentes,0,0,2600,-2600,-1.41
2005-07-12,Banco Central,98926,53.8,68400,30526,16.599999999999994
2005-07-12,Bancos,56608,30.79,89388,-32780,-17.82
2005-07-12,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-12,Invest Institucional Nacional,28336,15.41,22882,5454,2.9700000000000006
2005-07-12,Investidores Não Residentes,0,0,2600,-2600,-1.41
2005-07-13,Banco Central,96626,53.22,68400,28226,15.549999999999997
2005-07-13,Bancos,56608,31.18,87088,-30480,-16.78
2005-07-13,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-13,Invest Institucional Nacional,28336,15.61,22882,5454,3.01
2005-07-13,Investidores Não Residentes,0,0,2600,-2600,-1.43
2005-07-14,Banco Central,96626,53.22,68400,28226,15.549999999999997
2005-07-14,Bancos,56608,31.18,87088,-30480,-16.78
2005-07-14,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-14,Invest Institucional Nacional,28336,15.61,22882,5454,3.01
2005-07-14,Investidores Não Residentes,0,0,2600,-2600,-1.43
2005-07-15,Banco Central,96626,53.22,68400,28226,15.549999999999997
2005-07-15,Bancos,56608,31.18,87088,-30480,-16.78
2005-07-15,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-15,Invest Institucional Nacional,28336,15.61,22882,5454,3.01
2005-07-15,Investidores Não Residentes,0,0,2600,-2600,-1.43
2005-07-18,Banco Central,96626,53.22,68400,28226,15.549999999999997
2005-07-18,Bancos,56608,31.18,87088,-30480,-16.78
2005-07-18,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-18,Invest Institucional Nacional,28336,15.61,22882,5454,3.01
2005-07-18,Investidores Não Residentes,0,0,2600,-2600,-1.43
2005-07-19,Banco Central,96626,53.22,68400,28226,15.549999999999997
2005-07-19,Bancos,56608,31.18,87088,-30480,-16.78
2005-07-19,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-19,Invest Institucional Nacional,28336,15.61,22882,5454,3.01
2005-07-19,Investidores Não Residentes,0,0,2600,-2600,-1.43
2005-07-20,Banco Central,96626,53.22,68400,28226,15.549999999999997
2005-07-20,Bancos,56608,31.18,87088,-30480,-16.78
2005-07-20,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-20,Invest Institucional Nacional,28336,15.61,22882,5454,3.01
2005-07-20,Investidores Não Residentes,0,0,2600,-2600,-1.43
2005-07-21,Banco Central,96626,53.22,68400,28226,15.549999999999997
2005-07-21,Bancos,56608,31.18,87088,-30480,-16.78
2005-07-21,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-21,Invest Institucional Nacional,28336,15.61,22882,5454,3.01
2005-07-21,Investidores Não Residentes,0,0,2600,-2600,-1.43
2005-07-22,Banco Central,96626,53.22,68400,28226,15.549999999999997
2005-07-22,Bancos,56608,31.18,87088,-30480,-16.78
2005-07-22,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-22,Invest Institucional Nacional,28336,15.61,22882,5454,3.01
2005-07-22,Investidores Não Residentes,0,0,2600,-2600,-1.43
2005-07-25,Banco Central,96626,53.22,68400,28226,15.549999999999997
2005-07-25,Bancos,56608,31.18,87088,-30480,-16.78
2005-07-25,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-25,Invest Institucional Nacional,28336,15.61,22882,5454,3.01
2005-07-25,Investidores Não Residentes,0,0,2600,-2600,-1.43
2005-07-26,Banco Central,96626,53.22,68400,28226,15.549999999999997
2005-07-26,Bancos,56608,31.18,87088,-30480,-16.78
2005-07-26,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-26,Invest Institucional Nacional,28336,15.61,22882,5454,3.01
2005-07-26,Investidores Não Residentes,0,0,2600,-2600,-1.43
2005-07-27,Banco Central,96626,53.22,68400,28226,15.549999999999997
2005-07-27,Bancos,56608,31.18,87088,-30480,-16.78
2005-07-27,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
2005-07-27,Invest Institucional Nacional,28336,15.61,22882,5454,3.01
2005-07-27,Investidores Não Residentes,0,0,2600,-2600,-1.43
2005-07-28,Banco Central,96626,53.22,68400,28226,15.549999999999997
2005-07-28,Bancos,56608,31.18,87088,-30480,-16.78
2005-07-28,DTVM'S e Corretoras de Valores,0,0,600,-600,-0.33
