date,name,value
2009-01-22,TW,105.42101368107313
2009-01-22,ZA,137.08720074003534
2009-01-23,CO,109.96169706931215
2009-01-23,AR,91.48776265865864
2009-01-23,BR,135.9452245072219
2009-01-23,CZ,120.24897102366961
2009-01-23,HU,120.79284355285242
2009-01-23,ID,120.38109805201826
2009-01-23,IL,106.0755442388907
2009-01-23,IN,106.17684670983776
2009-01-23,KR,120.9229350782891
2009-01-23,KW,100.08707767328455
2009-01-23,MX,109.30651452547957
2009-01-23,MY,106.709382062124
2009-01-23,PH,103.06664421024843
2009-01-23,PL,121.70841568811186
2009-01-23,RO,114.58723185147927
2009-01-23,RU,110.2106558280201
2009-01-23,TH,105.14971649342183
2009-01-23,TR,112.5735430264001
2009-01-23,TW,105.92159304543931
2009-01-23,ZA,140.6347792087126
2009-01-26,CO,111.57110501264536
2009-01-26,AR,91.73442375164139
2009-01-26,BR,133.5888421306214
2009-01-26,CZ,116.78345833816661
2009-01-26,HU,117.15699572652298
2009-01-26,ID,120.381056529585
2009-01-26,IL,106.26181493349034
2009-01-26,IN,104.9022038921812
2009-01-26,KR,121.66043077117314
2009-01-26,KW,100.59212817833507
2009-01-26,MX,107.53391336736944
2009-01-26,MY,106.70944092848738
2009-01-26,PH,103.07793990182697
2009-01-26,PL,117.2491586836889
2009-01-26,RO,111.46192429777295
2009-01-26,RU,109.98139865014775
2009-01-26,TH,105.08979520271899
2009-01-26,TR,110.35594288676975
2009-01-26,TW,105.92901313500482
2009-01-26,ZA,137.4622727749554
2009-01-27,CO,111.55447283329174
2009-01-27,AR,91.65123315022188
2009-01-27,BR,133.52900568706613
2009-01-27,CZ,114.84486019842859
2009-01-27,HU,115.48424687904534
2009-01-27,ID,120.32797193677492
2009-01-27,IL,105.917195516088
2009-01-27,IN,105.34538146703439
2009-01-27,KR,120.29695355110883
2009-01-27,KW,100.20898641588296
2009-01-27,MX,108.3046480655858
2009-01-27,MY,106.70923489621566
2009-01-27,PH,101.75392768001494
2009-01-27,PL,115.90438522537738
2009-01-27,RO,109.55099627819575
2009-01-27,RU,110.17170617835193
2009-01-27,TH,105.08962655456703
2009-01-27,TR,109.04926914316829
2009-01-27,TW,105.89340613740762
2009-01-27,ZA,136.2693472512292
2009-01-28,CO,113.04158534020144
2009-01-28,AR,91.65195595886965
2009-01-28,BR,132.31022288113886
2009-01-28,CZ,112.91517409649425
2009-01-28,HU,114.52614743383742
2009-01-28,ID,120.32793161496471
2009-01-28,IL,106.7257615192108
2009-01-28,IN,105.67039045030523
2009-01-28,KR,117.93443550278656
2009-01-28,KW,100.17415534656915
2009-01-28,MX,108.68234159970096
2009-01-28,MY,105.56213550683644
2009-01-28,PH,101.24173587590666
2009-01-28,PL,114.91461989616634
2009-01-28,RO,108.66071237015488
2009-01-28,RU,112.45287610807553
2009-01-28,TH,105.0735025866109
2009-01-28,TR,108.49912433474272
2009-01-28,TW,105.91795217098303
2009-01-28,ZA,134.83998370614384
2009-01-29,CO,114.52184930267141
2009-01-29,AR,91.69035811089462
2009-01-29,BR,131.23281138395095
2009-01-29,CZ,114.73701249770971
2009-01-29,HU,116.83629192360598
2009-01-29,ID,120.85916049932521
2009-01-29,IL,106.84844251826905
2009-01-29,IN,105.22723663357658
2009-01-29,KR,118.55707826124011
2009-01-29,KW,100.73145245559039
2009-01-29,MX,108.80566223481686
2009-01-29,MY,105.92893181685731
2009-01-29,PH,101.89419975053697
2009-01-29,PL,117.26374757845389
2009-01-29,RO,110.20729247510369
2009-01-29,RU,116.28077353210777
2009-01-29,TH,105.11912191171353
2009-01-29,TR,108.81465282400357
2009-01-29,TW,105.93461278734218
2009-01-29,ZA,135.06104065426098
2009-01-30,CO,116.74713706383332
2009-01-30,AR,91.74836013940416
2009-01-30,BR,133.55512586431027
2009-01-30,CZ,119.09514131355223
2009-01-30,HU,124.43514656666888
2009-01-30,ID,121.1248053342691
2009-01-30,IL,107.57574467020396
2009-01-30,IN,105.16192338950856
2009-01-30,KR,120.74708116953418
2009-01-30,KW,100.73145245559039
2009-01-30,MX,110.80973432874777
2009-01-30,MY,106.18085041880474
2009-01-30,PH,101.33510111233066
2009-01-30,PL,122.0973359836492
2009-01-30,RO,114.49777096992693
2009-01-30,RU,119.03329656625982
2009-01-30,TH,105.2993525778141
2009-01-30,TR,111.0099789734403
2009-01-30,TW,105.94429348894056
2009-01-30,ZA,139.69211968627516
2009-02-02,CO,118.39470118333064
2009-02-02,AR,91.7387087161074
2009-02-02,BR,135.99679147937246
2009-02-02,CZ,120.69035228661376
2009-02-02,HU,124.52158294549062
2009-02-02,ID,124.98169078505063
2009-02-02,IL,108.2230872384611
2009-02-02,IN,105.05471593263674
2009-02-02,KR,120.96089575260345
2009-02-02,KW,101.14942528735631
2009-02-02,MX,111.65790865069047
2009-02-02,MY,106.41616870628805
2009-02-02,PH,102.0527922181153
2009-02-02,PL,122.0862540347412
2009-02-02,RO,115.05367482621193
2009-02-02,RU,120.62692833354474
2009-02-02,TH,105.3083270687572
2009-02-02,TR,111.62883893946687
2009-02-02,TW,106.12588760463349
2009-02-02,ZA,139.5055032635395
2009-02-03,CO,119.88768387118867
2009-02-03,AR,91.92217634646026
2009-02-03,BR,134.1154786588156
2009-02-03,CZ,120.9876519555819
2009-02-03,HU,124.18610942192254
2009-02-03,ID,124.04669631460202
2009-02-03,IL,108.45745612470714
2009-02-03,IN,104.53547780212553
2009-02-03,KR,120.2739442385564
2009-02-03,KW,100.97526994078719
2009-02-03,MX,111.83478796644057
2009-02-03,MY,106.53348936844044
2009-02-03,PH,103.71776496641583
2009-02-03,PL,124.17190487479502
2009-02-03,RO,114.13747552766426
2009-02-03,RU,120.67098214427108
2009-02-03,TH,105.3007951218281
2009-02-03,TR,110.55750406749235
2009-02-03,TW,105.9658337574208
2009-02-03,ZA,137.85743965755654
2009-02-04,CO,119.53987565000024
2009-02-04,AR,91.93926616563766
2009-02-04,BR,133.43517266214383
2009-02-04,CZ,121.20338567659255
2009-02-04,HU,124.17445425191671
2009-02-04,ID,124.84354935768964
2009-02-04,IL,108.49756900506749
2009-02-04,IN,104.9028755991556
2009-02-04,KR,119.79973365276082
2009-02-04,KW,100.7662835249042
2009-02-04,MX,112.38971540745568
2009-02-04,MY,106.7383443128912
2009-02-04,PH,102.491101622498
2009-02-04,PL,127.8785011593963
2009-02-04,RO,114.3736427197334
2009-02-04,RU,121.01353769536294
2009-02-04,TH,105.20538845301037
2009-02-04,TR,110.48933751306656
2009-02-04,TW,105.85417712998859
2009-02-04,ZA,137.4553519731778
2009-02-05,CO,120.77995137533448
2009-02-05,AR,91.86043446185464
2009-02-05,BR,133.05518181927604
2009-02-05,CZ,120.5362090676481
2009-02-05,HU,122.60909314843008
2009-02-05,ID,123.9191534777075
2009-02-05,IL,108.35473840386402
2009-02-05,IN,105.09744815928639
2009-02-05,KR,119.46424222967664
2009-02-05,KW,100.90560780215951
2009-02-05,MX,111.31093350205705
2009-02-05,MY,106.38985544187152
2009-02-05,PH,103.0310461288485
2009-02-05,PL,127.07176333446021
2009-02-05,RO,113.58541981740717
2009-02-05,RU,121.10208205430648
2009-02-05,TH,105.2724622323004
2009-02-05,TR,110.17458646383456
2009-02-05,TW,105.92271549119138
2009-02-05,ZA,135.47271937102448
2009-02-06,CO,120.95752434902141
2009-02-06,AR,91.6861873540234
2009-02-06,BR,131.90904807399076
2009-02-06,CZ,119.87166008655734
2009-02-06,HU,121.92935646718392
2009-02-06,ID,125.1091739307911
2009-02-06,IL,107.20719593664774
2009-02-06,IN,104.8064176137033
2009-02-06,KR,119.32791178447621
2009-02-06,KW,100.90560780215951
2009-02-06,MX,110.40521520329595
2009-02-06,MY,105.93046234230437
2009-02-06,PH,102.75237408161009
2009-02-06,PL,126.0565726477862
2009-02-06,RO,113.3061738224588
2009-02-06,RU,121.04885675627064
2009-02-06,TH,105.48040841522956
2009-02-06,TR,109.71819612724478
2009-02-06,TW,106.06074173353291
2009-02-06,ZA,135.26633506762087
2009-02-09,CO,119.82457942599413
2009-02-09,AR,91.60748497338498
2009-02-09,BR,129.49731423207837
2009-02-09,CZ,116.98798632122629
2009-02-09,HU,118.01557512073269
2009-02-09,ID,125.00290776032679
2009-02-09,IL,107.25862134133
2009-02-09,IN,104.96791238504765
2009-02-09,KR,119.65686779693787
2009-02-09,KW,100.83594566353185
2009-02-09,MX,108.84468267830711
2009-02-09,MY,105.7381753664284
2009-02-09,PH,102.31611962670712
2009-02-09,PL,120.87477958845287
2009-02-09,RO,111.11657873255692
2009-02-09,RU,119.72395523474056
2009-02-09,TH,105.45139792151994
2009-02-09,TR,108.36918499492273
2009-02-09,TW,106.48337871640375
2009-02-09,ZA,130.61735459163864
2009-02-10,CO,119.87887859976615
2009-02-10,AR,91.694272720696
2009-02-10,BR,130.07599884195187
2009-02-10,CZ,118.29087369556753
2009-02-10,HU,118.30648246926565
2009-02-10,ID,125.58726538430143
2009-02-10,IL,107.68602181906455
2009-02-10,IN,105.10826026576142
2009-02-10,KR,120.12398744835889
2009-02-10,KW,100.94043887147335
2009-02-10,MX,109.61507049387687
2009-02-10,MY,105.6366897560166
2009-02-10,PH,101.63237219384294
2009-02-10,PL,120.33744534424882
2009-02-10,RO,111.64125471355322
2009-02-10,RU,119.3255372912974
2009-02-10,TH,105.39696673047789
2009-02-10,TR,108.7843920140793
2009-02-10,TW,106.75944692161549
2009-02-10,ZA,132.0463094279576
2009-02-11,CO,122.00535164829789
2009-02-11,AR,91.69648355269267
2009-02-11,BR,132.8447567581506
2009-02-11,CZ,120.90429046192439
2009-02-11,HU,121.98827271702903
2009-02-11,ID,125.90604765009552
2009-02-11,IL,108.22982151764566
2009-02-11,IN,105.09678941128901
2009-02-11,KR,120.59996613694088
2009-02-11,KW,100.94043887147335
2009-02-11,MX,112.35122685069021
2009-02-11,MY,106.085045412456
2009-02-11,PH,102.29763378880288
2009-02-11,PL,124.27458824948694
2009-02-11,RO,112.85222880871957
2009-02-11,RU,117.37359741838137
2009-02-11,TH,105.66114201421183
2009-02-11,TR,110.23330396963344
2009-02-11,TW,106.90153849268931
2009-02-11,ZA,135.8108441334625
2009-02-12,CO,124.14552178570905
2009-02-12,AR,91.83180189442382
2009-02-12,BR,132.6042145108375
2009-02-12,CZ,122.0854912955174
2009-02-12,HU,124.05008658141523
2009-02-12,ID,127.07481232546536
2009-02-12,IL,107.91858070141909
2009-02-12,IN,104.94687780555103
2009-02-12,KR,122.28818706603997
2009-02-12,KW,100.90560780215951
2009-02-12,MX,112.5442708977716
2009-02-12,MY,106.43009060121982
2009-02-12,PH,102.79537781780866
2009-02-12,PL,125.84342047859991
2009-02-12,RO,113.97724962446523
2009-02-12,RU,115.88699634124
2009-02-12,TH,105.75123927781729
2009-02-12,TR,111.27662967745032
2009-02-12,TW,106.91870531007393
2009-02-12,ZA,137.6227182130163
2009-02-13,CO,123.27673500535654
2009-02-13,AR,91.9034168066076
2009-02-13,BR,131.21698422291394
2009-02-13,CZ,121.9245545637051
2009-02-13,HU,124.00960222202633
2009-02-13,ID,125.90608907690392
2009-02-13,IL,107.49211184333458
2009-02-13,IN,104.5891085284302
2009-02-13,KR,121.59108603436768
2009-02-13,KW,100.90560780215951
2009-02-13,MX,110.57851777353451
2009-02-13,MY,106.09305123787132
2009-02-13,PH,102.451138950307
2009-02-13,PL,126.98082822838914
2009-02-13,RO,114.20953461611678
2009-02-13,RU,115.5390265788102
2009-02-13,TH,105.63173098114133
2009-02-13,TR,110.73974417633646
2009-02-13,TW,107.0143458628253
2009-02-13,ZA,135.82721973136938
2009-02-16,CO,122.7601590819037
2009-02-16,AR,91.90884867857942
2009-02-16,BR,131.0034113884777
2009-02-16,CZ,125.00873275694491
2009-02-16,HU,126.71597556844307
2009-02-16,ID,127.07479577174196
2009-02-16,IL,108.29327812466562
2009-02-16,IN,105.0101824081844
2009-02-16,KR,123.8570690635914
2009-02-16,KW,101.27133402995472
2009-02-16,MX,112.35151206531076
2009-02-16,MY,106.47365171009729
2009-02-16,PH,103.32592267177219
2009-02-16,PL,131.51390644310118
2009-02-16,RO,115.14732439768854
2009-02-16,RU,117.48791262316374
2009-02-16,TH,105.96305533351887
2009-02-16,TR,111.86414295941833
2009-02-16,TW,107.75920652328999
2009-02-16,ZA,136.81577724827287
2009-02-17,CO,122.7601590819037
2009-02-17,AR,92.02899578311991
2009-02-17,BR,133.10680901784303
2009-02-17,CZ,127.77812660754029
2009-02-17,HU,129.63367658834562
2009-02-17,ID,130.68728996592193
2009-02-17,IL,110.14935726229457
2009-02-17,IN,106.77086461711373
2009-02-17,KR,126.80614783231259
2009-02-17,KW,101.51515151515152
2009-02-17,MX,112.55183293946736
2009-02-17,MY,107.15132128495853
2009-02-17,PH,104.15607001709199
2009-02-17,PL,135.4451576792996
2009-02-17,RO,116.03937913399007
2009-02-17,RU,120.74091348480344
2009-02-17,TH,106.2036379454246
2009-02-17,TR,112.81659313758806
2009-02-17,TW,108.77700071553558
2009-02-17,ZA,138.81778264595332
2009-02-18,CO,124.95658512006966
2009-02-18,AR,92.30663168656335
2009-02-18,BR,134.46655280415067
2009-02-18,CZ,125.3691338139739
2009-02-18,HU,128.14942284139883
2009-02-18,ID,128.03104423490726
2009-02-18,IL,110.87681912045524
2009-02-18,IN,107.30045265058703
2009-02-18,KR,128.20641356984325
2009-02-18,KW,101.54998258446533
2009-02-18,MX,112.81365996111677
2009-02-18,MY,107.65215630432262
2009-02-18,PH,103.88270078440078
2009-02-18,PL,133.26450367598065
2009-02-18,RO,115.76762510475982
2009-02-18,RU,120.14809734978688
2009-02-18,TH,106.50490678786524
2009-02-18,TR,113.8451988341917
2009-02-18,TW,108.91795412032859
2009-02-18,ZA,138.82448546972216
2009-02-19,CO,125.13953909295921
2009-02-19,AR,92.54993967308855
2009-02-19,BR,134.17652627976543
2009-02-19,CZ,123.17328543313735
2009-02-19,HU,126.07210181011219
2009-02-19,ID,128.34979372262902
2009-02-19,IL,109.56312894308017
2009-02-19,IN,107.31114164678057
2009-02-19,KR,127.68899028188923
2009-02-19,KW,101.68930686172064
2009-02-19,MX,112.04298693092649
2009-02-19,MY,107.57880881559112
2009-02-19,PH,104.29363190530236
2009-02-19,PL,129.04070301639425
2009-02-19,RO,114.54122437109204
2009-02-19,RU,119.9118757091775
2009-02-19,TH,107.09162467377875
2009-02-19,TR,112.99014650232112
2009-02-19,TW,109.01051344944683
2009-02-19,ZA,136.03145150193657
2009-02-20,CO,124.61415789808387
2009-02-20,AR,92.97005187971779
2009-02-20,BR,137.45526498941575
2009-02-20,CZ,125.25805084646021
2009-02-20,HU,128.93295761504487
2009-02-20,ID,128.56229338111018
2009-02-20,IL,110.49381697347118
2009-02-20,IN,107.18181753583282
2009-02-20,KR,130.86827011289387
2009-02-20,KW,101.68930686172064
2009-02-20,MX,113.85454686450078
2009-02-20,MY,108.21153392203622
2009-02-20,PH,105.04773523560702
2009-02-20,PL,132.2868723794347
2009-02-20,RO,115.89475014124058
2009-02-20,RU,120.65176236079618
2009-02-20,TH,107.61874953057087
2009-02-20,TR,115.20875678139102
2009-02-20,TW,109.4606267724503
2009-02-20,ZA,138.93046365284823
2009-02-23,CO,126.61540041971793
2009-02-23,AR,93.11065514406947
2009-02-23,BR,137.4384964646167
2009-02-23,CZ,121.69648741445633
2009-02-23,HU,123.76437175029086
2009-02-23,ID,126.64982965785126
2009-02-23,IL,110.5576994637597
2009-02-23,IN,107.61344650235158
2009-02-23,KR,129.23445606175292
2009-02-23,KW,101.1320097526994
2009-02-23,MX,113.60435197426715
2009-02-23,MY,107.59278957688623
2009-02-23,PH,104.38622000511168
2009-02-23,PL,127.2425515976944
2009-02-23,RO,113.94571525966984
2009-02-23,RU,119.88322106234894
2009-02-23,TH,107.28762394208671
2009-02-23,TR,113.17203720115153
2009-02-23,TW,108.80797330126009
2009-02-23,ZA,135.9467125510375
2009-02-24,CO,125.83222044486189
2009-02-24,AR,93.36599267678454
2009-02-24,BR,138.26333168342285
2009-02-24,CZ,121.65277573026567
2009-02-24,HU,124.93934597913056
2009-02-24,ID,127.49979508870433
2009-02-24,IL,110.81916517296983
2009-02-24,IN,107.81378796707584
2009-02-24,KR,131.1066408712412
2009-02-24,KW,101.51515151515152
2009-02-24,MX,115.049549873515
2009-02-24,MY,107.85786481104192
2009-02-24,PH,104.80892572530955
2009-02-24,PL,128.67685738373422
2009-02-24,RO,113.99935092333371
2009-02-24,RU,119.9481515919165
2009-02-24,TH,107.51576875278607
2009-02-24,TR,114.13004750238728
2009-02-24,TW,109.3527021985411
2009-02-24,ZA,137.33570929362867
2009-03-02,CO,125.02947320017806
2009-03-02,AR,93.97733995238283
2009-03-02,BR,139.4133448421878
2009-03-02,CZ,122.95275629129378
2009-03-02,HU,129.97396030903252
2009-03-02,ID,128.3498105951019
2009-03-02,IL,112.14895906143845
2009-03-02,IN,112.06215963381905
2009-03-02,KR,137.02017926699543
2009-03-02,KW,102.14211076280041
2009-03-02,MX,118.56444235492616
2009-03-02,MY,109.72716617915508
2009-03-02,PH,106.69968169398543
2009-03-02,PL,132.24826090554953
2009-03-02,RO,116.32996524068453
2009-03-02,RU,120.63510299253531
2009-03-02,TH,109.17075824148885
2009-03-02,TR,116.05402404354817
2009-03-02,TW,110.56539007379405
2009-03-02,ZA,141.32402567236
2009-03-03,CO,126.74552276407252
2009-03-03,AR,95.29546454157206
2009-03-03,BR,139.47345281459266
2009-03-03,CZ,121.33554988340723
2009-03-03,HU,129.69788986714298
2009-03-03,ID,127.44664911536788
2009-03-03,IL,112.4484614700745
2009-03-03,IN,112.2460734353693
2009-03-03,KR,135.06345236353573
2009-03-03,KW,102.07244862417275
2009-03-03,MX,117.7088139103333
2009-03-03,MY,109.18159272364656
2009-03-03,PH,106.22836901729158
