date,sector,compra,compra_pc,venda,venda_pc,net,net_pc
2005-04-25,Bancos,581331,70.7,458794,55.8,122537,14.900000000000006
2005-04-25,DTVM'S e Corretoras de Valores,962,0.12,1260,0.15,-298,-0.03
2005-04-25,Invest Institucional Nacional,200873,24.43,219203,26.66,-18330,-2.2300000000000004
2005-04-25,Investidores Não Residentes,31124,3.79,135700,16.5,-104576,-12.71
2005-04-25,Pessoa Jurídica Não Financeira,7987,0.97,7320,0.89,667,0.07999999999999996
2005-04-26,Bancos,580104,71.38,457391,56.28,122713,15.099999999999994
2005-04-26,DTVM'S e Corretoras de Valores,1090,0.13,1388,0.17,-298,-0.04000000000000001
2005-04-26,Invest Institucional Nacional,195212,24.02,213626,26.29,-18414,-2.2699999999999996
2005-04-26,Investidores Não Residentes,27486,3.38,132152,16.26,-104666,-12.880000000000003
2005-04-26,Pessoa Jurídica Não Financeira,8785,1.08,8120,1,665,0.08000000000000007
2005-04-27,Bancos,595550,71.63,466868,56.15,128682,15.479999999999997
2005-04-27,DTVM'S e Corretoras de Valores,1090,0.13,1388,0.17,-298,-0.04000000000000001
2005-04-27,Invest Institucional Nacional,196602,23.65,221044,26.59,-24442,-2.9400000000000013
2005-04-27,Investidores Não Residentes,29294,3.52,133899,16.1,-104605,-12.580000000000002
2005-04-27,Pessoa Jurídica Não Financeira,8883,1.07,8220,0.99,663,0.08000000000000007
2005-04-28,Bancos,605065,71.93,476408,56.64,128657,15.290000000000006
2005-04-28,DTVM'S e Corretoras de Valores,1090,0.13,1388,0.17,-298,-0.04000000000000001
2005-04-28,Invest Institucional Nacional,196560,23.37,220984,26.27,-24424,-2.8999999999999986
2005-04-28,Investidores Não Residentes,29535,3.51,134133,15.95,-104598,-12.44
2005-04-28,Pessoa Jurídica Não Financeira,8883,1.06,8220,0.98,663,0.08000000000000007
2005-04-29,Bancos,615113,71.73,491023,57.26,124090,14.470000000000006
2005-04-29,DTVM'S e Corretoras de Valores,1090,0.13,1388,0.16,-298,-0.03
2005-04-29,Invest Institucional Nacional,196663,22.93,221128,25.79,-24465,-2.8599999999999994
2005-04-29,Investidores Não Residentes,35804,4.18,135794,15.84,-99990,-11.66
2005-04-29,Pessoa Jurídica Não Financeira,8883,1.04,8220,0.96,663,0.08000000000000007
2005-05-02,Bancos,570974,72.86,476852,60.85,94122,12.009999999999998
2005-05-02,DTVM'S e Corretoras de Valores,1288,0.16,1440,0.18,-152,-0.01999999999999999
2005-05-02,Invest Institucional Nacional,184807,23.58,167928,21.43,16879,2.1499999999999986
2005-05-02,Investidores Não Residentes,23293,2.97,128984,16.46,-105691,-13.49
2005-05-02,Pessoa Jurídica Não Financeira,3260,0.42,8418,1.07,-5158,-0.6500000000000001
2005-05-03,Bancos,590894,73.65,496842,61.93,94052,11.720000000000006
2005-05-03,DTVM'S e Corretoras de Valores,1289,0.16,1440,0.18,-151,-0.01999999999999999
2005-05-03,Invest Institucional Nacional,183827,22.91,166885,20.8,16942,2.1099999999999994
2005-05-03,Investidores Não Residentes,23014,2.87,128700,16.04,-105686,-13.169999999999998
2005-05-03,Pessoa Jurídica Não Financeira,3260,0.41,8417,1.05,-5157,-0.6400000000000001
2005-05-04,Bancos,602968,73.67,508867,62.17,94101,11.5
2005-05-04,DTVM'S e Corretoras de Valores,1289,0.16,1440,0.18,-151,-0.01999999999999999
2005-05-04,Invest Institucional Nacional,186617,22.8,169696,20.73,16921,2.0700000000000003
2005-05-04,Investidores Não Residentes,24241,2.96,129960,15.88,-105719,-12.920000000000002
2005-05-04,Pessoa Jurídica Não Financeira,3360,0.41,8512,1.04,-5152,-0.6300000000000001
2005-05-05,Bancos,627895,74.45,533230,63.23,94665,11.220000000000006
2005-05-05,DTVM'S e Corretoras de Valores,1289,0.15,1440,0.17,-151,-0.020000000000000018
2005-05-05,Invest Institucional Nacional,182878,21.68,166381,19.73,16497,1.9499999999999993
2005-05-05,Investidores Não Residentes,27560,3.27,133420,15.82,-105860,-12.55
2005-05-05,Pessoa Jurídica Não Financeira,3760,0.45,8911,1.06,-5151,-0.6100000000000001
2005-05-06,Bancos,642864,74.79,544126,63.31,98738,11.480000000000004
2005-05-06,DTVM'S e Corretoras de Valores,1289,0.15,1440,0.17,-151,-0.020000000000000018
2005-05-06,Invest Institucional Nacional,183344,21.33,166844,19.41,16500,1.9199999999999982
2005-05-06,Investidores Não Residentes,27948,3.25,137884,16.04,-109936,-12.79
2005-05-06,Pessoa Jurídica Não Financeira,4060,0.47,9211,1.07,-5151,-0.6000000000000001
2005-05-09,Bancos,640616,74.94,534029,62.47,106587,12.469999999999999
2005-05-09,DTVM'S e Corretoras de Valores,1289,0.15,1440,0.17,-151,-0.020000000000000018
2005-05-09,Invest Institucional Nacional,180447,21.11,164559,19.25,15888,1.8599999999999994
2005-05-09,Investidores Não Residentes,28453,3.33,145626,17.03,-117173,-13.700000000000001
2005-05-09,Pessoa Jurídica Não Financeira,4060,0.47,9211,1.08,-5151,-0.6100000000000001
2005-05-10,Bancos,652587,75.28,546083,62.99,106504,12.29
2005-05-10,DTVM'S e Corretoras de Valores,1288,0.15,1440,0.17,-152,-0.020000000000000018
2005-05-10,Invest Institucional Nacional,180446,20.82,164516,18.98,15930,1.8399999999999999
2005-05-10,Investidores Não Residentes,28399,3.28,145530,16.79,-117131,-13.51
2005-05-10,Pessoa Jurídica Não Financeira,4160,0.48,9311,1.07,-5151,-0.5900000000000001
2005-05-11,Bancos,662812,75.69,556365,63.54,106447,12.149999999999999
2005-05-11,DTVM'S e Corretoras de Valores,1149,0.13,1300,0.15,-151,-0.01999999999999999
2005-05-11,Invest Institucional Nacional,179391,20.49,163495,18.67,15896,1.8199999999999967
2005-05-11,Investidores Não Residentes,28250,3.23,145290,16.59,-117040,-13.36
2005-05-11,Pessoa Jurídica Não Financeira,4060,0.46,9212,1.05,-5152,-0.5900000000000001
2005-05-12,Bancos,657063,75.93,550585,63.63,106478,12.300000000000004
2005-05-12,DTVM'S e Corretoras de Valores,1149,0.13,1300,0.15,-151,-0.01999999999999999
2005-05-12,Invest Institucional Nacional,175116,20.24,159336,18.41,15780,1.8299999999999983
2005-05-12,Investidores Não Residentes,28048,3.24,144999,16.76,-116951,-13.520000000000001
2005-05-12,Pessoa Jurídica Não Financeira,3961,0.46,9117,1.05,-5156,-0.5900000000000001
2005-05-13,Bancos,655682,75.66,548769,63.32,106913,12.339999999999996
2005-05-13,DTVM'S e Corretoras de Valores,1149,0.13,1300,0.15,-151,-0.01999999999999999
2005-05-13,Invest Institucional Nacional,177457,20.48,161831,18.67,15626,1.8099999999999987
2005-05-13,Investidores Não Residentes,28568,3.3,145795,16.82,-117227,-13.52
2005-05-13,Pessoa Jurídica Não Financeira,3751,0.43,8912,1.03,-5161,-0.6000000000000001
2005-05-16,Bancos,654716,75.06,547782,62.8,106934,12.260000000000005
2005-05-16,DTVM'S e Corretoras de Valores,1149,0.13,1300,0.15,-151,-0.01999999999999999
2005-05-16,Invest Institucional Nacional,182899,20.97,167356,19.19,15543,1.7799999999999976
2005-05-16,Investidores Não Residentes,29745,3.41,146907,16.84,-117162,-13.43
2005-05-16,Pessoa Jurídica Não Financeira,3741,0.43,8905,1.02,-5164,-0.5900000000000001
2005-05-17,Bancos,660026,75.01,553064,62.85,106962,12.160000000000004
2005-05-17,DTVM'S e Corretoras de Valores,1150,0.13,1300,0.15,-150,-0.01999999999999999
2005-05-17,Invest Institucional Nacional,185460,21.08,169983,19.32,15477,1.759999999999998
2005-05-17,Investidores Não Residentes,29778,3.38,146900,16.69,-117122,-13.310000000000002
2005-05-17,Pessoa Jurídica Não Financeira,3530,0.4,8697,0.99,-5167,-0.59
2005-05-18,Bancos,653346,74.9,545221,62.5,108125,12.400000000000006
2005-05-18,DTVM'S e Corretoras de Valores,1150,0.13,1300,0.15,-150,-0.01999999999999999
2005-05-18,Invest Institucional Nacional,185001,21.21,170664,19.56,14337,1.6500000000000021
2005-05-18,Investidores Não Residentes,29279,3.36,146424,16.79,-117145,-13.43
2005-05-18,Pessoa Jurídica Não Financeira,3530,0.4,8697,1,-5167,-0.6
2005-05-19,Bancos,635556,73.93,527302,61.34,108254,12.590000000000003
2005-05-19,DTVM'S e Corretoras de Valores,1151,0.13,1300,0.15,-149,-0.01999999999999999
2005-05-19,Invest Institucional Nacional,180559,21,166306,19.34,14253,1.6600000000000001
2005-05-19,Investidores Não Residentes,38846,4.52,156036,18.15,-117190,-13.629999999999999
2005-05-19,Outras Jurídicas Financeiras,50,0.01,50,0.01,0,0
2005-05-19,Pessoa Jurídica Não Financeira,3530,0.41,8698,1.01,-5168,-0.6000000000000001
2005-05-20,Bancos,638599,73.52,530222,61.04,108377,12.479999999999997
2005-05-20,DTVM'S e Corretoras de Valores,1150,0.13,1300,0.15,-150,-0.01999999999999999
2005-05-20,Invest Institucional Nacional,181897,20.94,167765,19.31,14132,1.6300000000000026
2005-05-20,Investidores Não Residentes,43979,5.06,161168,18.55,-117189,-13.490000000000002
2005-05-20,Pessoa Jurídica Não Financeira,3030,0.35,8200,0.94,-5170,-0.59
2005-05-23,Bancos,625602,73.41,517209,60.69,108393,12.719999999999999
2005-05-23,DTVM'S e Corretoras de Valores,1150,0.13,1300,0.15,-150,-0.01999999999999999
2005-05-23,Invest Institucional Nacional,180693,21.2,166520,19.54,14173,1.6600000000000001
2005-05-23,Investidores Não Residentes,43768,5.14,161016,18.89,-117248,-13.75
2005-05-23,Pessoa Jurídica Não Financeira,1030,0.12,6198,0.73,-5168,-0.61
2005-05-24,Bancos,629570,72.88,521079,60.32,108491,12.559999999999995
2005-05-24,DTVM'S e Corretoras de Valores,1149,0.13,1300,0.15,-151,-0.01999999999999999
2005-05-24,Invest Institucional Nacional,174496,20.2,160434,18.57,14062,1.629999999999999
2005-05-24,Investidores Não Residentes,57733,6.68,174960,20.25,-117227,-13.57
2005-05-24,Pessoa Jurídica Não Financeira,890,0.1,6065,0.7,-5175,-0.6
2005-05-25,Bancos,623382,72.78,514755,60.1,108627,12.68
2005-05-25,DTVM'S e Corretoras de Valores,849,0.1,1000,0.12,-151,-0.01999999999999999
2005-05-25,Invest Institucional Nacional,173252,20.23,159345,18.6,13907,1.629999999999999
2005-05-25,Investidores Não Residentes,55671,6.5,172877,20.18,-117206,-13.68
2005-05-25,Outras Jurídicas Financeiras,2145,0.25,2150,0.25,-5,0
2005-05-25,Pessoa Jurídica Não Financeira,1190,0.14,6362,0.74,-5172,-0.6
2005-05-27,Bancos,617269,73.03,508570,60.17,108699,12.86
2005-05-27,DTVM'S e Corretoras de Valores,849,0.1,1000,0.12,-151,-0.01999999999999999
2005-05-27,Invest Institucional Nacional,171140,20.25,157253,18.6,13887,1.6499999999999986
2005-05-27,Investidores Não Residentes,54788,6.48,172051,20.36,-117263,-13.879999999999999
2005-05-27,Pessoa Jurídica Não Financeira,1190,0.14,6362,0.75,-5172,-0.61
2005-05-30,Bancos,610287,72.66,501590,59.72,108697,12.939999999999998
2005-05-30,DTVM'S e Corretoras de Valores,849,0.1,1000,0.12,-151,-0.01999999999999999
2005-05-30,Invest Institucional Nacional,172783,20.57,158894,18.92,13889,1.6499999999999986
2005-05-30,Investidores Não Residentes,54788,6.52,172051,20.48,-117263,-13.96
2005-05-30,Pessoa Jurídica Não Financeira,1190,0.14,6362,0.76,-5172,-0.62
2005-05-31,Bancos,618946,72.9,510184,60.09,108762,12.810000000000002
2005-05-31,DTVM'S e Corretoras de Valores,849,0.1,1000,0.12,-151,-0.01999999999999999
2005-05-31,Invest Institucional Nacional,171979,20.26,158097,18.62,13882,1.6400000000000006
2005-05-31,Investidores Não Residentes,56529,6.66,173844,20.48,-117315,-13.82
2005-05-31,Pessoa Jurídica Não Financeira,680,0.08,5858,0.69,-5178,-0.61
2005-06-01,Bancos,591759,76.81,467691,60.7,124068,16.11
2005-06-01,DTVM'S e Corretoras de Valores,720,0.09,1000,0.13,-280,-0.04000000000000001
2005-06-01,Invest Institucional Nacional,152588,19.81,138474,17.97,14114,1.8399999999999999
2005-06-01,Investidores Não Residentes,24508,3.18,157766,20.48,-133258,-17.3
2005-06-01,Pessoa Jurídica Não Financeira,860,0.11,5504,0.71,-4644,-0.6
2005-06-02,Bancos,586941,74.73,481723,61.33,105218,13.400000000000006
2005-06-02,DTVM'S e Corretoras de Valores,720,0.09,1000,0.13,-280,-0.04000000000000001
2005-06-02,Invest Institucional Nacional,171524,21.84,138498,17.63,33026,4.210000000000001
2005-06-02,Investidores Não Residentes,25273,3.22,158592,20.19,-133319,-16.970000000000002
2005-06-02,Pessoa Jurídica Não Financeira,960,0.12,5605,0.71,-4645,-0.59
2005-06-03,Bancos,591702,74.81,486546,61.51,105156,13.300000000000004
2005-06-03,DTVM'S e Corretoras de Valores,720,0.09,1002,0.13,-282,-0.04000000000000001
2005-06-03,Invest Institucional Nacional,172103,21.76,139025,17.58,33078,4.180000000000003
2005-06-03,Investidores Não Residentes,25554,3.23,158854,20.08,-133300,-16.849999999999998
2005-06-03,Pessoa Jurídica Não Financeira,860,0.11,5512,0.7,-4652,-0.59
2005-06-06,Bancos,591176,74.24,485907,61.02,105269,13.219999999999992
2005-06-06,DTVM'S e Corretoras de Valores,720,0.09,1002,0.13,-282,-0.04000000000000001
2005-06-06,Invest Institucional Nacional,177145,22.25,144063,18.09,33082,4.16
2005-06-06,Investidores Não Residentes,26276,3.3,159699,20.06,-133423,-16.759999999999998
2005-06-06,Pessoa Jurídica Não Financeira,960,0.12,5606,0.7,-4646,-0.58
2005-06-07,Bancos,568228,73.29,463324,59.76,104904,13.530000000000008
2005-06-07,DTVM'S e Corretoras de Valores,720,0.09,1003,0.13,-283,-0.04000000000000001
2005-06-07,Invest Institucional Nacional,178908,23.07,145757,18.8,33151,4.27
2005-06-07,Investidores Não Residentes,26422,3.41,159554,20.58,-133132,-17.169999999999998
2005-06-07,Pessoa Jurídica Não Financeira,1060,0.14,5700,0.74,-4640,-0.6
2005-06-08,Bancos,563782,72.89,458931,59.33,104851,13.560000000000002
2005-06-08,DTVM'S e Corretoras de Valores,720,0.09,1003,0.13,-283,-0.04000000000000001
2005-06-08,Invest Institucional Nacional,181790,23.5,148611,19.21,33179,4.289999999999999
2005-06-08,Investidores Não Residentes,26216,3.39,159324,20.6,-133108,-17.21
2005-06-08,Pessoa Jurídica Não Financeira,970,0.13,5609,0.73,-4639,-0.6
2005-06-09,Bancos,562392,72.14,457423,58.68,104969,13.46
2005-06-09,DTVM'S e Corretoras de Valores,720,0.09,1003,0.13,-283,-0.04000000000000001
2005-06-09,Invest Institucional Nacional,186871,23.97,153795,19.73,33076,4.239999999999998
2005-06-09,Investidores Não Residentes,29101,3.73,162223,20.81,-133122,-17.08
2005-06-09,Pessoa Jurídica Não Financeira,490,0.06,5130,0.66,-4640,-0.6000000000000001
2005-06-10,Bancos,562407,71.74,457543,58.37,104864,13.369999999999997
2005-06-10,DTVM'S e Corretoras de Valores,720,0.09,1003,0.13,-283,-0.04000000000000001
2005-06-10,Invest Institucional Nacional,187045,23.86,153933,19.64,33112,4.219999999999999
2005-06-10,Investidores Não Residentes,33267,4.24,166319,21.22,-133052,-16.979999999999997
2005-06-10,Pessoa Jurídica Não Financeira,490,0.06,5131,0.65,-4641,-0.5900000000000001
2005-06-13,Bancos,564973,71.62,461357,58.49,103616,13.130000000000003
2005-06-13,DTVM'S e Corretoras de Valores,522,0.07,803,0.1,-281,-0.03
2005-06-13,Invest Institucional Nacional,189835,24.07,156490,19.84,33345,4.23
2005-06-13,Investidores Não Residentes,32918,4.17,164959,20.91,-132041,-16.740000000000002
2005-06-13,Pessoa Jurídica Não Financeira,550,0.07,5189,0.66,-4639,-0.5900000000000001
2005-06-14,Bancos,573577,71.91,469911,58.91,103666,13
2005-06-14,DTVM'S e Corretoras de Valores,22,0,305,0.04,-283,-0.04
2005-06-14,Invest Institucional Nacional,189719,23.78,156393,19.61,33326,4.170000000000002
