date,sector,compra,compra_pc,venda,venda_pc,net,net_pc
2018-07-23,Invest Institucional Nacional,1274683,33.44,1592923,41.8,-318240,-8.36
2018-07-23,Investidores Não Residentes,1269020,33.3,697910,18.31,571110,14.989999999999998
2018-07-23,Outras Jurídicas Financeiras,19140,0.5,4646,0.12,14494,0.38
2018-07-23,Pessoa Jurídica Não Financeira,35227,0.92,23285,0.61,11942,0.31000000000000005
2018-07-24,Bancos,1220419,31.59,1500392,38.83,-279973,-7.239999999999998
2018-07-24,DTVM'S e Corretoras de Valores,0,0,2,0,-2,0
2018-07-24,Invest Institucional Nacional,1306259,33.81,1626764,42.1,-320505,-8.29
2018-07-24,Investidores Não Residentes,1286418,33.29,712394,18.44,574024,14.849999999999998
2018-07-24,Outras Jurídicas Financeiras,19822,0.51,5330,0.13,14492,0.38
2018-07-24,Pessoa Jurídica Não Financeira,30349,0.78,18385,0.47,11964,0.31000000000000005
2018-07-25,Bancos,1267488,32.02,1546626,39.08,-279138,-7.059999999999995
2018-07-25,DTVM'S e Corretoras de Valores,0,0,1,0,-1,0
2018-07-25,Invest Institucional Nacional,1356982,34.29,1683597,42.54,-326615,-8.25
2018-07-25,Investidores Não Residentes,1282678,32.41,703380,17.77,579298,14.639999999999997
2018-07-25,Outras Jurídicas Financeiras,19822,0.5,5330,0.13,14492,0.37
2018-07-25,Pessoa Jurídica Não Financeira,30349,0.76,18385,0.46,11964,0.3
2018-07-26,Bancos,1275653,31.85,1554541,38.82,-278888,-6.969999999999999
2018-07-26,DTVM'S e Corretoras de Valores,1,0,0,0,1,0
2018-07-26,Invest Institucional Nacional,1412116,35.26,1738876,43.42,-326760,-8.160000000000004
2018-07-26,Investidores Não Residentes,1265159,31.59,685993,17.13,579166,14.46
2018-07-26,Outras Jurídicas Financeiras,19845,0.49,5330,0.13,14515,0.36
2018-07-26,Pessoa Jurídica Não Financeira,31299,0.78,19333,0.48,11966,0.30000000000000004
2018-07-27,Bancos,1255021,31.18,1554967,38.64,-299946,-7.460000000000001
2018-07-27,Invest Institucional Nacional,1467589,36.47,1794464,44.59,-326875,-8.120000000000005
2018-07-27,Investidores Não Residentes,1250011,31.06,649680,16.14,600331,14.919999999999998
2018-07-27,Outras Jurídicas Financeiras,20060,0.49,5530,0.13,14530,0.36
2018-07-27,Pessoa Jurídica Não Financeira,31293,0.77,19333,0.48,11960,0.29000000000000004
2018-07-30,Bancos,1252498,30.84,1583506,38.99,-331008,-8.150000000000002
2018-07-30,Invest Institucional Nacional,1497152,36.87,1803487,44.41,-306335,-7.539999999999999
2018-07-30,Investidores Não Residentes,1259407,31.01,648554,15.97,610853,15.040000000000001
2018-07-30,Outras Jurídicas Financeiras,20060,0.49,5530,0.13,14530,0.36
2018-07-30,Pessoa Jurídica Não Financeira,31293,0.77,19333,0.47,11960,0.30000000000000004
2018-07-31,Bancos,1270420,31.13,1602353,39.26,-331933,-8.129999999999999
2018-07-31,Invest Institucional Nacional,1518271,37.2,1824375,44.7,-306104,-7.5
2018-07-31,Investidores Não Residentes,1240495,30.39,628951,15.41,611544,14.98
2018-07-31,Outras Jurídicas Financeiras,20060,0.49,5530,0.13,14530,0.36
2018-07-31,Pessoa Jurídica Não Financeira,31396,0.76,19433,0.47,11963,0.29000000000000004
2018-08-01,Bancos,1177472,31.9,1398599,37.9,-221127,-6
2018-08-01,DTVM'S e Corretoras de Valores,1,0,0,0,1,0
2018-08-01,Invest Institucional Nacional,1283709,34.78,1702438,46.13,-418729,-11.350000000000001
2018-08-01,Investidores Não Residentes,1195950,32.41,564808,15.3,631142,17.109999999999996
2018-08-01,Outras Jurídicas Financeiras,19440,0.52,5530,0.14,13910,0.38
2018-08-01,Pessoa Jurídica Não Financeira,13450,0.36,18647,0.5,-5197,-0.14
2018-08-02,Bancos,1196709,32.06,1417481,37.97,-220772,-5.909999999999997
2018-08-02,DTVM'S e Corretoras de Valores,1,0,0,0,1,0
2018-08-02,Invest Institucional Nacional,1301559,34.87,1720272,46.08,-418713,-11.21
2018-08-02,Investidores Não Residentes,1200819,32.17,570047,15.27,630772,16.900000000000002
2018-08-02,Outras Jurídicas Financeiras,19440,0.52,5530,0.14,13910,0.38
2018-08-02,Pessoa Jurídica Não Financeira,13909,0.37,19107,0.51,-5198,-0.14
2018-08-03,Bancos,1196854,32.11,1417274,38.02,-220420,-5.910000000000004
2018-08-03,DTVM'S e Corretoras de Valores,2,0,0,0,2,0
2018-08-03,Invest Institucional Nacional,1287114,34.53,1705833,45.76,-418719,-11.229999999999997
2018-08-03,Investidores Não Residentes,1209813,32.45,579388,15.54,630425,16.910000000000004
2018-08-03,Outras Jurídicas Financeiras,19440,0.52,5530,0.14,13910,0.38
2018-08-03,Pessoa Jurídica Não Financeira,13909,0.37,19107,0.51,-5198,-0.14
2018-08-06,Bancos,1205180,32.26,1425372,38.16,-220192,-5.899999999999999
2018-08-06,DTVM'S e Corretoras de Valores,2,0,0,0,2,0
2018-08-06,Invest Institucional Nacional,1289794,34.53,1708561,45.74,-418767,-11.21
2018-08-06,Investidores Não Residentes,1206730,32.3,576485,15.43,630245,16.869999999999997
2018-08-06,Outras Jurídicas Financeiras,19440,0.52,5530,0.14,13910,0.38
2018-08-06,Pessoa Jurídica Não Financeira,13909,0.37,19107,0.51,-5198,-0.14
2018-08-07,Bancos,1215880,32.31,1441285,38.3,-225405,-5.989999999999995
2018-08-07,DTVM'S e Corretoras de Valores,5,0,0,0,5,0
2018-08-07,Invest Institucional Nacional,1291689,34.32,1705067,45.31,-413378,-10.990000000000002
2018-08-07,Investidores Não Residentes,1221665,32.46,591599,15.72,630066,16.740000000000002
2018-08-07,Outras Jurídicas Financeiras,19440,0.51,5530,0.14,13910,0.37
2018-08-07,Pessoa Jurídica Não Financeira,13909,0.36,19107,0.5,-5198,-0.14
2018-08-08,Bancos,1217529,32.4,1442706,38.39,-225177,-5.990000000000002
2018-08-08,DTVM'S e Corretoras de Valores,5,0,0,0,5,0
2018-08-08,Invest Institucional Nacional,1280853,34.09,1694467,45.09,-413614,-11
2018-08-08,Investidores Não Residentes,1225115,32.6,595039,15.83,630076,16.770000000000003
2018-08-08,Outras Jurídicas Financeiras,19440,0.51,5530,0.14,13910,0.37
2018-08-08,Pessoa Jurídica Não Financeira,14307,0.38,19507,0.51,-5200,-0.13
2018-08-09,Bancos,1225968,32.5,1451115,38.47,-225147,-5.969999999999999
2018-08-09,DTVM'S e Corretoras de Valores,5,0,0,0,5,0
2018-08-09,Invest Institucional Nacional,1290520,34.22,1704256,45.19,-413736,-10.969999999999999
2018-08-09,Investidores Não Residentes,1220361,32.36,590191,15.65,630170,16.71
2018-08-09,Outras Jurídicas Financeiras,19440,0.51,5530,0.14,13910,0.37
2018-08-09,Pessoa Jurídica Não Financeira,14805,0.39,20007,0.53,-5202,-0.14
2018-08-10,Bancos,1231192,32.51,1456482,38.46,-225290,-5.950000000000003
2018-08-10,DTVM'S e Corretoras de Valores,6,0,0,0,6,0
2018-08-10,Invest Institucional Nacional,1296591,34.24,1710301,45.17,-413710,-10.93
2018-08-10,Investidores Não Residentes,1224259,32.33,593968,15.68,630291,16.65
2018-08-10,Outras Jurídicas Financeiras,19440,0.51,5535,0.14,13905,0.37
2018-08-10,Pessoa Jurídica Não Financeira,14707,0.38,19909,0.52,-5202,-0.14
2018-08-13,Bancos,1244569,32.63,1470142,38.55,-225573,-5.919999999999995
2018-08-13,DTVM'S e Corretoras de Valores,6,0,0,0,6,0
2018-08-13,Invest Institucional Nacional,1300340,34.09,1714185,44.95,-413845,-10.86
2018-08-13,Investidores Não Residentes,1233727,32.35,603007,15.81,630720,16.54
2018-08-13,Outras Jurídicas Financeiras,19440,0.5,5535,0.14,13905,0.36
2018-08-13,Pessoa Jurídica Não Financeira,15436,0.4,20649,0.54,-5213,-0.14
2018-08-14,Bancos,1248707,32.78,1474236,38.7,-225529,-5.920000000000002
2018-08-14,DTVM'S e Corretoras de Valores,3,0,1,0,2,0
2018-08-14,Invest Institucional Nacional,1293485,33.96,1707407,44.82,-413922,-10.86
2018-08-14,Investidores Não Residentes,1231537,32.33,600791,15.77,630746,16.56
2018-08-14,Outras Jurídicas Financeiras,19440,0.51,5535,0.14,13905,0.37
2018-08-14,Pessoa Jurídica Não Financeira,15636,0.41,20838,0.54,-5202,-0.13000000000000006
2018-08-15,Bancos,1243360,32.51,1468914,38.41,-225554,-5.899999999999999
2018-08-15,DTVM'S e Corretoras de Valores,3,0,2,0,1,0
2018-08-15,Invest Institucional Nacional,1308596,34.22,1722481,45.04,-413885,-10.82
2018-08-15,Investidores Não Residentes,1236369,32.33,605632,15.83,630737,16.5
2018-08-15,Outras Jurídicas Financeiras,19440,0.5,5535,0.14,13905,0.36
2018-08-15,Pessoa Jurídica Não Financeira,16234,0.42,21438,0.56,-5204,-0.14000000000000007
2018-08-16,Bancos,1251876,32.66,1477475,38.54,-225599,-5.880000000000003
2018-08-16,DTVM'S e Corretoras de Valores,3,0,2,0,1,0
2018-08-16,Invest Institucional Nacional,1306580,34.08,1720321,44.88,-413741,-10.800000000000004
2018-08-16,Investidores Não Residentes,1235928,32.24,605367,15.79,630561,16.450000000000003
2018-08-16,Outras Jurídicas Financeiras,21640,0.56,7570,0.19,14070,0.37000000000000005
2018-08-16,Pessoa Jurídica Não Financeira,16876,0.44,22168,0.57,-5292,-0.12999999999999995
2018-08-17,Bancos,1260976,32.73,1487732,38.62,-226756,-5.890000000000001
2018-08-17,DTVM'S e Corretoras de Valores,3,0,2,0,1,0
2018-08-17,Invest Institucional Nacional,1317370,34.2,1730713,44.93,-413343,-10.729999999999997
2018-08-17,Investidores Não Residentes,1234577,32.05,603251,15.66,631326,16.389999999999997
2018-08-17,Outras Jurídicas Financeiras,21640,0.56,7570,0.19,14070,0.37000000000000005
2018-08-17,Pessoa Jurídica Não Financeira,17170,0.44,22468,0.58,-5298,-0.13999999999999996
2018-08-20,Bancos,1248972,32.88,1477121,38.89,-228149,-6.009999999999998
2018-08-20,DTVM'S e Corretoras de Valores,3,0,1,0,2,0
2018-08-20,Invest Institucional Nacional,1276107,33.6,1689191,44.48,-413084,-10.879999999999995
2018-08-20,Investidores Não Residentes,1232095,32.44,600559,15.81,631536,16.629999999999995
2018-08-20,Outras Jurídicas Financeiras,21640,0.56,7570,0.19,14070,0.37000000000000005
2018-08-20,Pessoa Jurídica Não Financeira,18664,0.49,23039,0.6,-4375,-0.10999999999999999
2018-08-21,Bancos,1255529,32.82,1485034,38.82,-229505,-6
2018-08-21,DTVM'S e Corretoras de Valores,3,0,1,0,2,0
2018-08-21,Invest Institucional Nacional,1284575,33.58,1698558,44.4,-413983,-10.82
2018-08-21,Investidores Não Residentes,1242144,32.47,610341,15.95,631803,16.52
2018-08-21,Outras Jurídicas Financeiras,21640,0.56,7570,0.19,14070,0.37000000000000005
2018-08-21,Pessoa Jurídica Não Financeira,20852,0.54,23239,0.6,-2387,-0.05999999999999994
2018-08-22,Bancos,1281696,33.35,1511138,39.32,-229442,-5.969999999999999
2018-08-22,DTVM'S e Corretoras de Valores,3,0,1,0,2,0
2018-08-22,Invest Institucional Nacional,1284035,33.41,1700581,44.25,-416546,-10.840000000000003
2018-08-22,Investidores Não Residentes,1233549,32.09,601240,15.64,632309,16.450000000000003
2018-08-22,Outras Jurídicas Financeiras,20640,0.53,6572,0.17,14068,0.36
2018-08-22,Pessoa Jurídica Não Financeira,23074,0.6,23465,0.61,-391,-0.010000000000000009
2018-08-23,Bancos,1302029,33.75,1530491,39.67,-228462,-5.920000000000002
2018-08-23,DTVM'S e Corretoras de Valores,8,0,0,0,8,0
2018-08-23,Invest Institucional Nacional,1279347,33.16,1696531,43.97,-417184,-10.810000000000002
2018-08-23,Investidores Não Residentes,1232552,31.95,600591,15.56,631961,16.39
2018-08-23,Outras Jurídicas Financeiras,20640,0.53,6172,0.15,14468,0.38
2018-08-23,Pessoa Jurídica Não Financeira,23074,0.59,23865,0.61,-791,-0.020000000000000018
2018-08-24,Bancos,1341891,34.54,1570591,40.43,-228700,-5.890000000000001
2018-08-24,DTVM'S e Corretoras de Valores,5,0,0,0,5,0
2018-08-24,Invest Institucional Nacional,1258335,32.39,1675289,43.13,-416954,-10.740000000000002
2018-08-24,Investidores Não Residentes,1242530,31.99,610561,15.71,631969,16.279999999999998
2018-08-24,Outras Jurídicas Financeiras,20640,0.53,6172,0.15,14468,0.38
2018-08-24,Pessoa Jurídica Não Financeira,20682,0.53,21470,0.55,-788,-0.020000000000000018
2018-08-27,Bancos,1370477,34.81,1603845,40.74,-233368,-5.93
2018-08-27,DTVM'S e Corretoras de Valores,10,0,0,0,10,0
2018-08-27,Invest Institucional Nacional,1272761,32.33,1689873,42.93,-417112,-10.600000000000001
2018-08-27,Investidores Não Residentes,1251265,31.78,614467,15.61,636798,16.17
2018-08-27,Outras Jurídicas Financeiras,20610,0.52,6145,0.15,14465,0.37
2018-08-27,Pessoa Jurídica Não Financeira,20972,0.53,21765,0.55,-793,-0.020000000000000018
2018-08-28,Bancos,1474152,35.81,1707648,41.48,-233496,-5.669999999999995
2018-08-28,DTVM'S e Corretoras de Valores,9,0,1,0,8,0
2018-08-28,Invest Institucional Nacional,1293767,31.43,1710364,41.55,-416597,-10.119999999999997
2018-08-28,Investidores Não Residentes,1289714,31.33,653336,15.87,636378,15.459999999999999
2018-08-28,Outras Jurídicas Financeiras,21063,0.51,6600,0.16,14463,0.35
2018-08-28,Pessoa Jurídica Não Financeira,37632,0.91,38388,0.93,-756,-0.020000000000000018
2018-08-29,Bancos,1514266,36.58,1747759,42.22,-233493,-5.640000000000001
2018-08-29,DTVM'S e Corretoras de Valores,11,0,0,0,11,0
2018-08-29,Invest Institucional Nacional,1283017,30.99,1709824,41.3,-426807,-10.309999999999999
2018-08-29,Investidores Não Residentes,1272949,30.75,626356,15.13,646593,15.62
2018-08-29,Outras Jurídicas Financeiras,21063,0.5,6600,0.15,14463,0.35
2018-08-29,Pessoa Jurídica Não Financeira,47916,1.15,48683,1.17,-767,-0.020000000000000018
2018-08-30,Bancos,1523389,36.46,1775079,42.49,-251690,-6.030000000000001
2018-08-30,DTVM'S e Corretoras de Valores,11,0,0,0,11,0
2018-08-30,Invest Institucional Nacional,1311912,31.4,1720201,41.17,-408289,-9.770000000000003
2018-08-30,Investidores Não Residentes,1273201,30.47,627179,15.01,646022,15.459999999999999
2018-08-30,Outras Jurídicas Financeiras,21063,0.5,6600,0.15,14463,0.35
2018-08-30,Pessoa Jurídica Não Financeira,47916,1.14,48433,1.15,-517,-0.010000000000000009
2018-08-31,Bancos,1521758,36.66,1767994,42.59,-246236,-5.930000000000007
2018-08-31,DTVM'S e Corretoras de Valores,11,0,0,0,11,0
2018-08-31,Invest Institucional Nacional,1296828,31.24,1710597,41.21,-413769,-9.970000000000002
2018-08-31,Investidores Não Residentes,1261218,30.38,615152,14.82,646066,15.559999999999999
2018-08-31,Outras Jurídicas Financeiras,22608,0.54,6145,0.14,16463,0.4
2018-08-31,Pessoa Jurídica Não Financeira,48398,1.16,50933,1.22,-2535,-0.06000000000000005
2018-09-03,Bancos,1253652,33.55,1618169,43.31,-364517,-9.760000000000005
2018-09-03,Invest Institucional Nacional,1275259,34.13,1513911,40.52,-238652,-6.390000000000001
2018-09-03,Investidores Não Residentes,1141048,30.54,576414,15.43,564634,15.11
2018-09-03,Outras Jurídicas Financeiras,22155,0.59,6145,0.16,16010,0.42999999999999994
2018-09-03,Pessoa Jurídica Não Financeira,43442,1.16,20917,0.55,22525,0.6099999999999999
2018-09-04,Bancos,1252484,33.42,1623809,43.33,-371325,-9.909999999999997
2018-09-04,Invest Institucional Nacional,1266801,33.8,1518650,40.52,-251849,-6.720000000000006
2018-09-04,Investidores Não Residentes,1162432,31.02,578393,15.43,584039,15.59
2018-09-04,Outras Jurídicas Financeiras,22155,0.59,6145,0.16,16010,0.42999999999999994
2018-09-04,Pessoa Jurídica Não Financeira,43442,1.15,20317,0.54,23125,0.6099999999999999
2018-09-05,Bancos,1255386,33.37,1626801,43.25,-371415,-9.880000000000003
2018-09-05,Invest Institucional Nacional,1276742,33.94,1528675,40.64,-251933,-6.700000000000003
2018-09-05,Investidores Não Residentes,1163278,30.92,579056,15.39,584222,15.530000000000001
2018-09-05,Outras Jurídicas Financeiras,22155,0.58,6145,0.16,16010,0.41999999999999993
2018-09-05,Pessoa Jurídica Não Financeira,43733,1.16,20617,0.54,23116,0.6199999999999999
2018-09-06,Bancos,1255359,33.2,1626650,43.02,-371291,-9.82
2018-09-06,Invest Institucional Nacional,1296090,34.28,1547928,40.94,-251838,-6.659999999999997
2018-09-06,Investidores Não Residentes,1162982,30.76,578979,15.31,584003,15.450000000000001
2018-09-06,Outras Jurídicas Financeiras,22155,0.58,6145,0.16,16010,0.41999999999999993
2018-09-06,Pessoa Jurídica Não Financeira,43933,1.16,20817,0.55,23116,0.6099999999999999
2018-09-10,Bancos,1251268,32.93,1622797,42.71,-371529,-9.780000000000001
2018-09-10,Invest Institucional Nacional,1315065,34.61,1567045,41.24,-251980,-6.630000000000003
2018-09-10,Investidores Não Residentes,1166599,30.7,582216,15.32,584383,15.379999999999999
2018-09-10,Outras Jurídicas Financeiras,22155,0.58,6145,0.16,16010,0.41999999999999993
2018-09-10,Pessoa Jurídica Não Financeira,43933,1.15,20817,0.54,23116,0.6099999999999999
2018-09-11,Bancos,1257821,32.8,1629549,42.49,-371728,-9.690000000000005
2018-09-11,Invest Institucional Nacional,1339186,34.92,1591232,41.49,-252046,-6.57
2018-09-11,Investidores Não Residentes,1169690,30.5,585157,15.26,584533,15.24
2018-09-11,Outras Jurídicas Financeiras,22155,0.57,6145,0.16,16010,0.4099999999999999
2018-09-11,Pessoa Jurídica Não Financeira,45717,1.19,22486,0.58,23231,0.61
2018-09-12,Bancos,1265521,32.44,1636974,41.96,-371453,-9.520000000000003
2018-09-12,DTVM'S e Corretoras de Valores,8,0,1,0,7,0
2018-09-12,Invest Institucional Nacional,1371705,35.16,1624063,41.63,-252358,-6.470000000000006
2018-09-12,Investidores Não Residentes,1194847,30.63,610265,15.64,584582,14.989999999999998
2018-09-12,Outras Jurídicas Financeiras,22155,0.56,6145,0.15,16010,0.41000000000000003
2018-09-12,Pessoa Jurídica Não Financeira,46298,1.18,23086,0.59,23212,0.59
2018-09-13,Bancos,1238747,31.71,1610859,41.24,-372112,-9.530000000000001
2018-09-13,DTVM'S e Corretoras de Valores,7,0,0,0,7,0
2018-09-13,Invest Institucional Nacional,1388179,35.54,1640398,41.99,-252219,-6.450000000000003
2018-09-13,Investidores Não Residentes,1208401,30.93,623274,15.95,585127,14.98
2018-09-13,Outras Jurídicas Financeiras,22155,0.56,6145,0.15,16010,0.41000000000000003
2018-09-13,Pessoa Jurídica Não Financeira,48265,1.23,25078,0.64,23187,0.59
2018-09-14,Bancos,1248167,31.77,1617048,41.16,-368881,-9.389999999999997
2018-09-14,DTVM'S e Corretoras de Valores,7,0,0,0,7,0
2018-09-14,Invest Institucional Nacional,1399760,35.63,1655797,42.14,-256037,-6.509999999999998
2018-09-14,Investidores Não Residentes,1209361,30.78,623633,15.87,585728,14.910000000000002
2018-09-14,Outras Jurídicas Financeiras,22155,0.56,6145,0.15,16010,0.41000000000000003
2018-09-14,Pessoa Jurídica Não Financeira,48951,1.24,25778,0.65,23173,0.59
2018-09-17,Bancos,1255485,31.71,1624159,41.02,-368674,-9.310000000000002
2018-09-17,DTVM'S e Corretoras de Valores,7,0,0,0,7,0
2018-09-17,Invest Institucional Nacional,1417023,35.79,1673320,42.26,-256297,-6.469999999999999
2018-09-17,Investidores Não Residentes,1215173,30.69,629392,15.89,585781,14.8
2018-09-17,Outras Jurídicas Financeiras,22155,0.55,6145,0.15,16010,0.4
2018-09-17,Pessoa Jurídica Não Financeira,48951,1.23,25778,0.65,23173,0.58
2018-09-18,Bancos,1262144,31.73,1631580,41.02,-369436,-9.290000000000003
2018-09-18,DTVM'S e Corretoras de Valores,7,0,0,0,7,0
2018-09-18,Invest Institucional Nacional,1414785,35.57,1671051,42.01,-256266,-6.439999999999998
2018-09-18,Investidores Não Residentes,1227654,30.86,641939,16.14,585715,14.719999999999999
2018-09-18,Outras Jurídicas Financeiras,22155,0.55,6145,0.15,16010,0.4
2018-09-18,Pessoa Jurídica Não Financeira,50148,1.26,26178,0.65,23970,0.61
2018-09-19,Bancos,1249211,31.37,1618682,40.65,-369471,-9.279999999999998
2018-09-19,DTVM'S e Corretoras de Valores,9,0,0,0,9,0
2018-09-19,Invest Institucional Nacional,1414055,35.51,1670525,41.95,-256470,-6.440000000000005
2018-09-19,Investidores Não Residentes,1246232,31.29,660296,16.58,585936,14.71
2018-09-19,Outras Jurídicas Financeiras,22155,0.55,6145,0.15,16010,0.4
2018-09-19,Pessoa Jurídica Não Financeira,50164,1.25,26178,0.65,23986,0.6
2018-09-20,Bancos,1231359,30.7,1601277,39.92,-369918,-9.220000000000002
2018-09-20,DTVM'S e Corretoras de Valores,9,0,0,0,9,0
2018-09-20,Invest Institucional Nacional,1434097,35.75,1690140,42.13,-256043,-6.380000000000003
2018-09-20,Investidores Não Residentes,1273064,31.74,687140,17.13,585924,14.61
2018-09-20,Outras Jurídicas Financeiras,22155,0.55,6145,0.15,16010,0.4
2018-09-20,Pessoa Jurídica Não Financeira,50196,1.25,26178,0.65,24018,0.6
2018-09-21,Bancos,1250838,31.03,1620820,40.21,-369982,-9.18
2018-09-21,DTVM'S e Corretoras de Valores,10,0,0,0,10,0
2018-09-21,Invest Institucional Nacional,1432318,35.53,1688725,41.89,-256407,-6.359999999999999
2018-09-21,Investidores Não Residentes,1275182,31.63,688831,17.08,586351,14.55
2018-09-21,Outras Jurídicas Financeiras,22155,0.54,6145,0.15,16010,0.39
2018-09-21,Pessoa Jurídica Não Financeira,50196,1.24,26178,0.64,24018,0.6
2018-09-24,Bancos,1266152,31.04,1636397,40.12,-370245,-9.079999999999998
2018-09-24,DTVM'S e Corretoras de Valores,11,0,1,0,10,0
2018-09-24,Invest Institucional Nacional,1466878,35.96,1723174,42.25,-256296,-6.289999999999999
2018-09-24,Investidores Não Residentes,1272363,31.19,685863,16.81,586500,14.380000000000003
2018-09-24,Outras Jurídicas Financeiras,22155,0.54,6145,0.15,16010,0.39
2018-09-24,Pessoa Jurídica Não Financeira,50704,1.24,26683,0.65,24021,0.59
2018-09-25,Bancos,1271318,30.82,1641819,39.8,-370501,-8.979999999999997
2018-09-25,DTVM'S e Corretoras de Valores,10,0,3,0,7,0
2018-09-25,Invest Institucional Nacional,1492134,36.17,1749240,42.41,-257106,-6.239999999999995
2018-09-25,Investidores Não Residentes,1285214,31.16,697722,16.91,587492,14.25
2018-09-25,Outras Jurídicas Financeiras,24355,0.59,8258,0.2,16097,0.38999999999999996
2018-09-25,Pessoa Jurídica Não Financeira,51294,1.24,27283,0.66,24011,0.58
2018-09-26,Bancos,1294901,30.79,1675760,39.84,-380859,-9.050000000000004
2018-09-26,DTVM'S e Corretoras de Valores,10,0,2,0,8,0
2018-09-26,Invest Institucional Nacional,1540317,36.62,1797556,42.74,-257239,-6.1200000000000045
2018-09-26,Investidores Não Residentes,1291980,30.72,697345,16.58,594635,14.14
2018-09-26,Outras Jurídicas Financeiras,24955,0.59,8856,0.21,16099,0.38
2018-09-26,Pessoa Jurídica Não Financeira,53174,1.26,25818,0.61,27356,0.65
2018-09-27,Bancos,1295280,30.75,1706658,40.52,-411378,-9.770000000000003
2018-09-27,DTVM'S e Corretoras de Valores,10,0,1,0,9,0
2018-09-27,Invest Institucional Nacional,1547569,36.74,1790933,42.52,-243364,-5.780000000000001
2018-09-27,Investidores Não Residentes,1290876,30.64,679598,16.13,611278,14.510000000000002
2018-09-27,Outras Jurídicas Financeiras,24955,0.59,8856,0.21,16099,0.38
2018-09-27,Pessoa Jurídica Não Financeira,53174,1.26,25818,0.61,27356,0.65
2018-09-28,Bancos,1307824,30.64,1719653,40.29,-411829,-9.649999999999999
2018-09-28,DTVM'S e Corretoras de Valores,10,0,1,0,9,0
2018-09-28,Invest Institucional Nacional,1553091,36.39,1797385,42.11,-244294,-5.719999999999999
2018-09-28,Investidores Não Residentes,1328834,31.13,716175,16.78,612659,14.349999999999998
2018-09-28,Outras Jurídicas Financeiras,24955,0.58,8856,0.2,16099,0.37999999999999995
2018-09-28,Pessoa Jurídica Não Financeira,53174,1.24,25818,0.6,27356,0.64
2018-10-01,Bancos,1238295,33.21,1427326,38.29,-189031,-5.079999999999998
2018-10-01,Invest Institucional Nacional,1239391,33.24,1639046,43.97,-399655,-10.729999999999997
2018-10-01,Investidores Não Residentes,1195555,32.07,631352,16.93,564203,15.14
2018-10-01,Outras Jurídicas Financeiras,24955,0.66,3975,0.1,20980,0.56
2018-10-01,Pessoa Jurídica Não Financeira,29434,0.78,25931,0.69,3503,0.09000000000000008
2018-10-02,Bancos,1243696,33.48,1432434,38.56,-188738,-5.080000000000005
2018-10-02,DTVM'S e Corretoras de Valores,8,0,0,0,8,0
2018-10-02,Invest Institucional Nacional,1217546,32.78,1617798,43.55,-400252,-10.769999999999996
2018-10-02,Investidores Não Residentes,1197249,32.23,632747,17.03,564502,15.199999999999996
2018-10-02,Outras Jurídicas Financeiras,24955,0.67,3975,0.1,20980,0.5700000000000001
2018-10-02,Pessoa Jurídica Não Financeira,30670,0.82,27170,0.73,3500,0.08999999999999997
2018-10-03,Bancos,1250599,33.3,1439165,38.32,-188566,-5.020000000000003
2018-10-03,DTVM'S e Corretoras de Valores,8,0,0,0,8,0
2018-10-03,Invest Institucional Nacional,1231065,32.78,1631663,43.45,-400598,-10.670000000000002
2018-10-03,Investidores Não Residentes,1217566,32.42,652585,17.38,564981,15.040000000000003
2018-10-03,Outras Jurídicas Financeiras,25050,0.66,3975,0.1,21075,0.56
2018-10-03,Pessoa Jurídica Não Financeira,30470,0.81,27370,0.72,3100,0.09000000000000008
2018-10-04,Bancos,1244149,32.9,1432583,37.89,-188434,-4.990000000000002
2018-10-04,DTVM'S e Corretoras de Valores,8,0,0,0,8,0
2018-10-04,Invest Institucional Nacional,1244259,32.91,1644899,43.5,-400640,-10.590000000000003
2018-10-04,Investidores Não Residentes,1237266,32.72,672383,17.78,564883,14.939999999999998
2018-10-04,Outras Jurídicas Financeiras,25050,0.66,3975,0.1,21075,0.56
2018-10-04,Pessoa Jurídica Não Financeira,29978,0.79,26870,0.71,3108,0.08000000000000007
2018-10-05,Bancos,1257860,33.32,1445385,38.28,-187525,-4.960000000000001
2018-10-05,DTVM'S e Corretoras de Valores,9,0,0,0,9,0
2018-10-05,Invest Institucional Nacional,1229406,32.56,1631828,43.22,-402422,-10.659999999999997
2018-10-05,Investidores Não Residentes,1232578,32.65,666823,17.66,565755,14.989999999999998
2018-10-05,Outras Jurídicas Financeiras,25050,0.66,3975,0.1,21075,0.56
2018-10-05,Pessoa Jurídica Não Financeira,29978,0.79,26870,0.71,3108,0.08000000000000007
2018-10-08,Bancos,1269508,33.12,1457151,38.02,-187643,-4.900000000000006
2018-10-08,DTVM'S e Corretoras de Valores,9,0,0,0,9,0
2018-10-08,Invest Institucional Nacional,1241883,32.4,1644497,42.91,-402614,-10.509999999999998
2018-10-08,Investidores Não Residentes,1264631,32.99,698544,18.22,566087,14.770000000000003
2018-10-08,Outras Jurídicas Financeiras,25050,0.65,3975,0.1,21075,0.55
2018-10-08,Pessoa Jurídica Não Financeira,31156,0.81,28070,0.73,3086,0.08000000000000007
2018-10-09,Bancos,1237602,32.06,1424711,36.9,-187109,-4.839999999999996
2018-10-09,DTVM'S e Corretoras de Valores,9,0,0,0,9,0
2018-10-09,Invest Institucional Nacional,1227054,31.78,1629548,42.21,-402494,-10.43
